external_gene_name;transcript_id;Isoform_id;gene_id;uniprotswissprot
TMEM213;ENST00000458494;A2RRL7-2;ENSG00000214128;A2RRL7
TMEM213;ENST00000413208;A2RRL7-4;ENSG00000214128;A2RRL7
NBAS;ENST00000281513;A2RRP1-1;ENSG00000151779;A2RRP1
TARS3;ENST00000335968;A2RTX5-1;ENSG00000185418;A2RTX5
HEATR9;ENST00000614305;A2RTY3-1;ENSG00000276986;A2RTY3
HEATR9;ENST00000632969;A2RTY3-3;ENSG00000276986;A2RTY3
HEATR9;ENST00000604834;A2RTY3-1;ENSG00000270379;A2RTY3
HEATR9;ENST00000603870;A2RTY3-3;ENSG00000270379;A2RTY3
TMEM218;ENST00000531909;;ENSG00000150433;A2RU14
TMEM218;ENST00000532407;;ENSG00000150433;A2RU14
TMEM218;ENST00000279968;;ENSG00000150433;A2RU14
TMEM218;ENST00000526175;;ENSG00000150433;A2RU14
TMEM218;ENST00000527766;;ENSG00000150433;A2RU14
TMEM218;ENST00000529583;;ENSG00000150433;A2RU14
TMEM218;ENST00000527271;;ENSG00000150433;A2RU14
TMEM218;ENST00000682305;;ENSG00000150433;A2RU14
TESPA1;ENST00000524622;A2RU30-2;ENSG00000135426;A2RU30
TESPA1;ENST00000532804;A2RU30-2;ENSG00000135426;A2RU30
TESPA1;ENST00000449076;A2RU30-1;ENSG00000135426;A2RU30
TESPA1;ENST00000316577;A2RU30-1;ENSG00000135426;A2RU30
TESPA1;ENST00000531122;A2RU30-2;ENSG00000135426;A2RU30
SMCO3;ENST00000316048;;ENSG00000179256;A2RU48
HYKK;ENST00000569878;A2RU49-1;ENSG00000188266;A2RU49
HYKK;ENST00000563233;A2RU49-3;ENSG00000188266;A2RU49
HYKK;ENST00000388988;A2RU49-1;ENSG00000188266;A2RU49
HYKK;ENST00000408962;A2RU49-3;ENSG00000188266;A2RU49
HMX2;ENST00000339992;;ENSG00000188816;A2RU54
FAM234B;ENST00000197268;;ENSG00000084444;A2RU67
MEIOC;ENST00000409122;A2RUB1-4;ENSG00000180336;A2RUB1
MEIOC;ENST00000409464;A2RUB1-1;ENSG00000180336;A2RUB1
CCDC66;ENST00000394672;A2RUB6-1;ENSG00000180376;A2RUB6
CCDC66;ENST00000326595;A2RUB6-3;ENSG00000180376;A2RUB6
TYW5;ENST00000354611;A2RUC4-1;ENSG00000162971;A2RUC4
MYBPHL;ENST00000357155;A2RUH7-1;ENSG00000221986;A2RUH7
CCDC144A;ENST00000360524;A2RUR9-1;ENSG00000170160;A2RUR9
DENND3;ENST00000262585;A2RUS2-1;ENSG00000105339;A2RUS2
DENND3;ENST00000424248;A2RUS2-2;ENSG00000105339;A2RUS2
TMEM89;ENST00000330862;;ENSG00000183396;A2RUT3
CLPSL1;ENST00000373861;;ENSG00000204140;A2RUU4
DCDC2B;ENST00000409358;;ENSG00000222046;A2VCK2
FUOM;ENST00000278025;A2VDF0-1;ENSG00000148803;A2VDF0
FUOM;ENST00000368552;A2VDF0-2;ENSG00000148803;A2VDF0
TMEM131L;ENST00000409663;A2VDJ0-1;ENSG00000121210;A2VDJ0
TMEM131L;ENST00000409959;A2VDJ0-5;ENSG00000121210;A2VDJ0
OR2M5;ENST00000366476;;ENSG00000162727;A3KFT3
VWA8;ENST00000379310;A3KMH1-1;ENSG00000102763;A3KMH1
VWA8;ENST00000281496;A3KMH1-2;ENSG00000102763;A3KMH1
SBNO1;ENST00000420886;A3KN83-1;ENSG00000139697;A3KN83
SBNO1;ENST00000267176;A3KN83-2;ENSG00000139697;A3KN83
SBNO1;ENST00000602398;A3KN83-1;ENSG00000139697;A3KN83
PRAMEF27;ENST00000631964;;ENSG00000282437;A3QJZ7
PRAMEF27;ENST00000636332;;ENSG00000283425;A3QJZ7
PRAMEF27;ENST00000436041;;ENSG00000274764;A3QJZ7
LAMB4;ENST00000205386;A4D0S4-1;ENSG00000091128;A4D0S4
LAMB4;ENST00000388781;A4D0S4-1;ENSG00000091128;A4D0S4
SMIM30;ENST00000397764;;ENSG00000214194;A4D0T7
SMIM30;ENST00000441359;;ENSG00000214194;A4D0T7
CPED1;ENST00000310396;A4D0V7-1;ENSG00000106034;A4D0V7
CPED1;ENST00000450913;A4D0V7-2;ENSG00000106034;A4D0V7
CRPPA;ENST00000407010;A4D126-1;ENSG00000214960;A4D126
CRPPA;ENST00000399310;A4D126-2;ENSG00000214960;A4D126
FAM221A;ENST00000409192;A4D161-2;ENSG00000188732;A4D161
FAM221A;ENST00000409994;A4D161-3;ENSG00000188732;A4D161
FAM221A;ENST00000344962;A4D161-1;ENSG00000188732;A4D161
GSAP;ENST00000257626;A4D1B5-1;ENSG00000186088;A4D1B5
ZNF804B;ENST00000333190;;ENSG00000182348;A4D1E1
GTPBP10;ENST00000257659;A4D1E9-2;ENSG00000105793;A4D1E9
GTPBP10;ENST00000222511;A4D1E9-1;ENSG00000105793;A4D1E9
LRRD1;ENST00000343318;A4D1F6-2;ENSG00000240720;A4D1F6
LRRD1;ENST00000458448;A4D1F6-1;ENSG00000240720;A4D1F6
WDR91;ENST00000354475;A4D1P6-1;ENSG00000105875;A4D1P6
KLRG2;ENST00000340940;A4D1S0-1;ENSG00000188883;A4D1S0
KLRG2;ENST00000393039;A4D1S0-2;ENSG00000188883;A4D1S0
RAB19;ENST00000537763;A4D1S5-1;ENSG00000146955;A4D1S5
RAB19;ENST00000356407;A4D1S5-1;ENSG00000146955;A4D1S5
PRSS37;ENST00000350549;;ENSG00000165076;A4D1T9
PRSS37;ENST00000438520;;ENSG00000165076;A4D1T9
DENND11;ENST00000575464;;ENSG00000262599;A4D1U4
DENND11;ENST00000536163;;ENSG00000257093;A4D1U4
GRIFIN;ENST00000614228;;ENSG00000275572;A4D1Z8
CDC14C;ENST00000650262;;ENSG00000218305;A4D256
SPMIP7;ENST00000297001;;ENSG00000164500;A4D263
MBLAC1;ENST00000398075;;ENSG00000214309;A4D2B0
OR2A25;ENST00000641663;;ENSG00000221933;A4D2G3
OR2A25;ENST00000641441;;ENSG00000221933;A4D2G3
OR2A25;ENST00000408898;;ENSG00000221933;A4D2G3
CTAGE15;ENST00000642487;;ENSG00000285172;A4D2H0
CTAGE15;ENST00000420911;;ENSG00000271079;A4D2H0
GRID2IP;ENST00000457091;;ENSG00000215045;A4D2P6
MTMR11;ENST00000439741;A4FU01-1;ENSG00000014914;A4FU01
MTMR11;ENST00000369140;A4FU01-4;ENSG00000014914;A4FU01
CTAGE9;ENST00000314099;;ENSG00000236761;A4FU28
SH3D21;ENST00000453908;A4FU49-6;ENSG00000214193;A4FU49
SH3D21;ENST00000505871;A4FU49-3;ENSG00000214193;A4FU49
EFCAB5;ENST00000536908;A4FU69-5;ENSG00000176927;A4FU69
EFCAB5;ENST00000394835;A4FU69-1;ENSG00000176927;A4FU69
EME2;ENST00000568449;A4GXA9-1;ENSG00000197774;A4GXA9
SLC35F4;ENST00000554729;A4IF30-2;ENSG00000151812;A4IF30
SLC35F4;ENST00000339762;A4IF30-1;ENSG00000151812;A4IF30
CFAP90;ENST00000399810;;ENSG00000215217;A4QMS7
XIRP2;ENST00000409043;A4UGR9-4;ENSG00000163092;A4UGR9
XIRP2;ENST00000409728;A4UGR9-6;ENSG00000163092;A4UGR9
XIRP2;ENST00000409195;A4UGR9-8;ENSG00000163092;A4UGR9
XIRP2;ENST00000409605;A4UGR9-7;ENSG00000163092;A4UGR9
XIRP2;ENST00000409273;A4UGR9-2;ENSG00000163092;A4UGR9
XIRP2;ENST00000628543;A4UGR9-1;ENSG00000163092;A4UGR9
POTEF;ENST00000409914;;ENSG00000196604;A5A3E0
FITM1;ENST00000644407;A5D6W6-1;ENSG00000285321;A5D6W6
FITM1;ENST00000642380;A5D6W6-2;ENSG00000285321;A5D6W6
FITM1;ENST00000267426;A5D6W6-1;ENSG00000139914;A5D6W6
FITM1;ENST00000559294;A5D6W6-2;ENSG00000139914;A5D6W6
CLEC18A;ENST00000615430;A5D8T8-1;ENSG00000157322;A5D8T8
CLEC18A;ENST00000393701;A5D8T8-1;ENSG00000157322;A5D8T8
CLEC18A;ENST00000568461;A5D8T8-1;ENSG00000157322;A5D8T8
CLEC18A;ENST00000288040;A5D8T8-1;ENSG00000157322;A5D8T8
VPS37C;ENST00000301765;;ENSG00000167987;A5D8V6
ODAD3;ENST00000356392;A5D8V7-1;ENSG00000198003;A5D8V7
CFAP69;ENST00000389297;A5D8W1-1;ENSG00000105792;A5D8W1
CFAP69;ENST00000497910;A5D8W1-5;ENSG00000105792;A5D8W1
PSMB11;ENST00000408907;;ENSG00000222028;A5LHX3
PSD;ENST00000611678;A5PKW4-2;ENSG00000059915;A5PKW4
PSD;ENST00000406432;A5PKW4-1;ENSG00000059915;A5PKW4
PSD;ENST00000020673;A5PKW4-1;ENSG00000059915;A5PKW4
KRBA1;ENST00000319551;A5PL33-1;ENSG00000133619;A5PL33
KRBA1;ENST00000485033;A5PL33-3;ENSG00000133619;A5PL33
RGSL1;ENST00000294854;A5PLK6-1;ENSG00000121446;A5PLK6
ANKRD34B;ENST00000338682;;ENSG00000189127;A5PLL1
PEDS1;ENST00000371652;A5PLL7-1;ENSG00000240849;A5PLL7
PEDS1;ENST00000371650;A5PLL7-2;ENSG00000240849;A5PLL7
FAM149A;ENST00000503432;A5PLN7-2;ENSG00000109794;A5PLN7
FAM149A;ENST00000227065;A5PLN7-2;ENSG00000109794;A5PLN7
FAM149A;ENST00000502970;A5PLN7-2;ENSG00000109794;A5PLN7
FAM149A;ENST00000514153;A5PLN7-2;ENSG00000109794;A5PLN7
TRAPPC13;ENST00000399438;A5PLN9-1;ENSG00000113597;A5PLN9
TRAPPC13;ENST00000438419;A5PLN9-5;ENSG00000113597;A5PLN9
TRAPPC13;ENST00000231526;A5PLN9-2;ENSG00000113597;A5PLN9
TRAPPC13;ENST00000505553;A5PLN9-4;ENSG00000113597;A5PLN9
HTR3E;ENST00000415389;A5X5Y0-1;ENSG00000186038;A5X5Y0
HTR3E;ENST00000425359;A5X5Y0-2;ENSG00000186038;A5X5Y0
HTR3E;ENST00000335304;A5X5Y0-3;ENSG00000186038;A5X5Y0
HTR3E;ENST00000436361;A5X5Y0-4;ENSG00000186038;A5X5Y0
HTR3E;ENST00000440596;A5X5Y0-6;ENSG00000186038;A5X5Y0
CNOT1;ENST00000317147;A5YKK6-1;ENSG00000125107;A5YKK6
CNOT1;ENST00000569240;A5YKK6-2;ENSG00000125107;A5YKK6
CNOT1;ENST00000441024;A5YKK6-4;ENSG00000125107;A5YKK6
ARHGEF35;ENST00000378115;;ENSG00000213214;A5YM69
ARHGEF35;ENST00000688754;;ENSG00000213214;A5YM69
CARNS1;ENST00000531040;A5YM72-4;ENSG00000172508;A5YM72
CARNS1;ENST00000687366;A5YM72-5;ENSG00000172508;A5YM72
CARNS1;ENST00000307823;A5YM72-1;ENSG00000172508;A5YM72
CARNS1;ENST00000445895;A5YM72-5;ENSG00000172508;A5YM72
MEGF11;ENST00000409699;A6BM72-1;ENSG00000157890;A6BM72
MEGF11;ENST00000288745;A6BM72-2;ENSG00000157890;A6BM72
MEGF11;ENST00000422354;A6BM72-1;ENSG00000157890;A6BM72
CDHR4;ENST00000412678;A6H8M9-1;ENSG00000187492;A6H8M9
CDHR4;ENST00000343366;A6H8M9-2;ENSG00000187492;A6H8M9
BDP1;ENST00000617085;A6H8Y1-1;ENSG00000273873;A6H8Y1
BDP1;ENST00000358731;A6H8Y1-1;ENSG00000145734;A6H8Y1
FAM221B;ENST00000423537;A6H8Z2-1;ENSG00000204930;A6H8Z2
C5orf63;ENST00000535381;A6NC05-1;ENSG00000164241;A6NC05
C5orf63;ENST00000296662;A6NC05-2;ENSG00000164241;A6NC05
DPPA5;ENST00000370370;;ENSG00000203909;A6NC42
TMEM150B;ENST00000326652;;ENSG00000180061;A6NC51
ANKRD62;ENST00000587848;A6NC57-1;ENSG00000181626;A6NC57
PINLYP;ENST00000599207;A6NC86-1;ENSG00000234465;A6NC86
PINLYP;ENST00000562255;A6NC86-4;ENSG00000234465;A6NC86
PINLYP;ENST00000569031;A6NC86-4;ENSG00000234465;A6NC86
PINLYP;ENST00000562365;A6NC86-4;ENSG00000234465;A6NC86
PINLYP;ENST00000612042;A6NC86-2;ENSG00000234465;A6NC86
CCDC88B;ENST00000356786;A6NC98-1;ENSG00000168071;A6NC98
CCDC88B;ENST00000301897;A6NC98-6;ENSG00000168071;A6NC98
GOLGA8O;ENST00000509311;A6NCC3-2;ENSG00000206127;A6NCC3
MAP1LC3B2;ENST00000556529;;ENSG00000258102;A6NCE7
KLHL33;ENST00000344581;;ENSG00000185271;A6NCF5
VWA3A;ENST00000389398;A6NCI4-1;ENSG00000175267;A6NCI4
VWA3A;ENST00000563755;A6NCI4-4;ENSG00000175267;A6NCI4
C2orf78;ENST00000409561;;ENSG00000187833;A6NCI8
TEKTIP1;ENST00000329493;;ENSG00000183397;A6NCJ1
TRIM43B;ENST00000639673;;ENSG00000144010;A6NCK2
GMNC;ENST00000442080;;ENSG00000205835;A6NCL1
LRCOL1;ENST00000376608;;ENSG00000204583;A6NCL2
ANKRD33B;ENST00000296657;;ENSG00000164236;A6NCL7
IQCA1L;ENST00000615129;;ENSG00000278685;A6NCM1
TEX52;ENST00000637658;;ENSG00000283297;A6NCN8
RNF222;ENST00000344001;;ENSG00000189051;A6NCQ9
RNF222;ENST00000399398;;ENSG00000189051;A6NCQ9
NKX2-6;ENST00000325017;;ENSG00000180053;A6NCS4
C2orf72;ENST00000373640;;ENSG00000204128;A6NCS6
OR6C74;ENST00000343399;;ENSG00000197706;A6NCV1
USP17L3;ENST00000530484;;ENSG00000225327;A6NCW0
USP17L4;ENST00000526929;;ENSG00000236125;A6NCW7
IZUMO1R;ENST00000687084;A6ND01-1;ENSG00000183560;A6ND01
IZUMO1R;ENST00000328458;A6ND01-1;ENSG00000183560;A6ND01
IZUMO1R;ENST00000440961;A6ND01-2;ENSG00000183560;A6ND01
FAM83G;ENST00000388995;A6ND36-1;ENSG00000188522;A6ND36
OR14I1;ENST00000342623;;ENSG00000189181;A6ND48
ASPDH;ENST00000376916;A6ND91-2;ENSG00000204653;A6ND91
ASPDH;ENST00000389208;A6ND91-1;ENSG00000204653;A6ND91
LRIT2;ENST00000372113;A6NDA9-1;ENSG00000204033;A6NDA9
LRIT2;ENST00000538192;A6NDA9-2;ENSG00000204033;A6NDA9
PALM3;ENST00000672551;;ENSG00000288318;A6NDB9
PALM3;ENST00000340790;;ENSG00000187867;A6NDB9
SYNDIG1L;ENST00000554823;;ENSG00000183379;A6NDD5
SYNDIG1L;ENST00000331628;;ENSG00000183379;A6NDD5
RBMY1B;ENST00000383020;;ENSG00000242875;A6NDE4
GAGE12H;ENST00000381722;;ENSG00000224902;A6NDE8
PGP;ENST00000333503;;ENSG00000184207;A6NDG6
OR5H15;ENST00000641450;;ENSG00000233412;A6NDH6
TRIM49B;ENST00000622138;;ENSG00000182053;A6NDI0
TRIM49B;ENST00000332682;;ENSG00000182053;A6NDI0
GOLGA6C;ENST00000300576;;ENSG00000167195;A6NDK9
OR6C68;ENST00000548615;;ENSG00000205327;A6NDL8
GOLGA6B;ENST00000421285;;ENSG00000215186;A6NDN3
MYADML2;ENST00000409745;;ENSG00000185105;A6NDP7
TBC1D3B;ENST00000611257;;ENSG00000274808;A6NDS4
RIMOC1;ENST00000381647;;ENSG00000205765;A6NDU8
TMEM8B;ENST00000377996;A6NDV4-2;ENSG00000137103;A6NDV4
TMEM8B;ENST00000439587;A6NDV4-2;ENSG00000137103;A6NDV4
TMEM8B;ENST00000650015;A6NDV4-1;ENSG00000137103;A6NDV4
TMEM8B;ENST00000377991;A6NDV4-1;ENSG00000137103;A6NDV4
TMEM8B;ENST00000377988;A6NDV4-1;ENSG00000137103;A6NDV4
PABPN1L;ENST00000419291;A6NDY0-1;ENSG00000205022;A6NDY0
PABPN1L;ENST00000411789;A6NDY0-2;ENSG00000205022;A6NDY0
FAM90A10;ENST00000533716;;ENSG00000285950;A6NDY2
MBD3L4;ENST00000381394;;ENSG00000205718;A6NDZ8
FAM186A;ENST00000327337;;ENSG00000185958;A6NE01
BTBD17;ENST00000375366;;ENSG00000204347;A6NE02
WDR97;ENST00000323662;A6NE52-1;ENSG00000179698;A6NE52
MBD3L3;ENST00000333843;;ENSG00000182315;A6NE82
MBD3L3;ENST00000693237;;ENSG00000182315;A6NE82
MBD3L3;ENST00000689071;;ENSG00000182315;A6NE82
RCCD1;ENST00000394258;;ENSG00000166965;A6NED2
RCCD1;ENST00000556618;;ENSG00000166965;A6NED2
PLEKHD1;ENST00000322564;;ENSG00000175985;A6NEE1
GOLGA6L4;ENST00000510439;;ENSG00000184206;A6NEF3
TMEM247;ENST00000434431;;ENSG00000284701;A6NEH6
ARRDC5;ENST00000381781;;ENSG00000205784;A6NEK1
SOWAHB;ENST00000334306;;ENSG00000186212;A6NEL2
GOLGA6L9;ENST00000620574;;ENSG00000274320;A6NEM1
GOLGA6L9;ENST00000618348;A6NEM1-1;ENSG00000197978;A6NEM1
CXorf65;ENST00000374251;;ENSG00000204165;A6NEN9
RBMY1E;ENST00000382659;;ENSG00000242389;A6NEQ0
FAM181B;ENST00000329203;;ENSG00000182103;A6NEQ2
GAGE12J;ENST00000442437;;ENSG00000224659;A6NER3
MROH2A;ENST00000389758;;ENSG00000185038;A6NES4
OR5K3;ENST00000383695;;ENSG00000206536;A6NET4
PRR23A;ENST00000383163;;ENSG00000206260;A6NEV1
ANTXRL;ENST00000620264;;ENSG00000274209;A6NF34
CCDC182;ENST00000299415;;ENSG00000166329;A6NF36
NUPR2;ENST00000329309;;ENSG00000185290;A6NF83
OR6C6;ENST00000358433;;ENSG00000188324;A6NF89
SPATA31F3;ENST00000603640;;ENSG00000187791;A6NFA0
TRABD2B;ENST00000606738;;ENSG00000269113;A6NFA1
TMEM235;ENST00000586400;A6NFC5-3;ENSG00000204278;A6NFC5
TMEM235;ENST00000421688;A6NFC5-1;ENSG00000204278;A6NFC5
TMEM235;ENST00000550981;A6NFC5-2;ENSG00000204278;A6NFC5
HELT;ENST00000515777;A6NFD8-3;ENSG00000187821;A6NFD8
HELT;ENST00000505610;A6NFD8-4;ENSG00000187821;A6NFD8
SMCO2;ENST00000535986;;ENSG00000165935;A6NFE2
EFCAB10;ENST00000480514;;ENSG00000185055;A6NFE3
FABP12;ENST00000360464;;ENSG00000197416;A6NFH5
FABP12;ENST00000692030;;ENSG00000197416;A6NFH5
ZNF316;ENST00000382252;;ENSG00000205903;A6NFI3
GRXCR2;ENST00000377976;;ENSG00000204928;A6NFK2
RBFOX3;ENST00000580155;A6NFN3-1;ENSG00000167281;A6NFN3
RBFOX3;ENST00000584778;A6NFN3-2;ENSG00000167281;A6NFN3
ANKUB1;ENST00000446160;A6NFN9-3;ENSG00000206199;A6NFN9
ANKUB1;ENST00000462519;A6NFN9-2;ENSG00000206199;A6NFN9
TCAF2;ENST00000357344;A6NFQ2-2;ENSG00000170379;A6NFQ2
TCAF2;ENST00000643242;A6NFQ2-2;ENSG00000170379;A6NFQ2
TCAF2;ENST00000441159;A6NFQ2-1;ENSG00000170379;A6NFQ2
TCAF2;ENST00000411935;A6NFQ2-3;ENSG00000170379;A6NFQ2
TCAF2;ENST00000425618;A6NFQ2-3;ENSG00000170379;A6NFQ2
TCAF2;ENST00000444908;A6NFQ2-2;ENSG00000170379;A6NFQ2
TCAF2;ENST00000684770;A6NFQ2-1;ENSG00000170379;A6NFQ2
DPRX;ENST00000376650;;ENSG00000204595;A6NFQ7
CFAP73;ENST00000335621;;ENSG00000186710;A6NFT4
FAM187A;ENST00000331733;;ENSG00000214447;A6NFU0
PGPEP1L;ENST00000535714;A6NFU8-2;ENSG00000183571;A6NFU8
PGPEP1L;ENST00000378919;A6NFU8-1;ENSG00000183571;A6NFU8
MFSD2B;ENST00000338315;;ENSG00000205639;A6NFX1
NEMP2;ENST00000409150;A6NFY4-1;ENSG00000189362;A6NFY4
SDHAF1;ENST00000378887;;ENSG00000205138;A6NFY7
FAM24A;ENST00000368894;;ENSG00000203795;A6NFZ4
MGAT4D;ENST00000511113;;ENSG00000205301;A6NG13
TMEM202;ENST00000341689;;ENSG00000187806;A6NGA9
TMEM191C;ENST00000621561;;ENSG00000206140;A6NGB0
TMEM221;ENST00000341130;;ENSG00000188051;A6NGB7
WIPF3;ENST00000242140;;ENSG00000122574;A6NGB9
TLCD2;ENST00000611774;;ENSG00000275246;A6NGC4
TLCD2;ENST00000330676;;ENSG00000185561;A6NGC4
ZSCAN5C;ENST00000534327;;ENSG00000204532;A6NGD5
DCAF8L1;ENST00000441525;;ENSG00000226372;A6NGE4
URAD;ENST00000332715;;ENSG00000183463;A6NGE7
PCARE;ENST00000331664;;ENSG00000179270;A6NGG8
CCDC160;ENST00000517294;;ENSG00000203952;A6NGH7
CCDC160;ENST00000370809;;ENSG00000203952;A6NGH7
CCDC160;ENST00000695460;;ENSG00000203952;A6NGH7
ANKRD61;ENST00000409061;;ENSG00000157999;A6NGH8
TRIM64;ENST00000533122;;ENSG00000204450;A6NGJ6
GAGE10;ENST00000407599;;ENSG00000215274;A6NGK3
PRAMEF25;ENST00000613059;;ENSG00000276299;A6NGN4
PRAMEF25;ENST00000632559;;ENSG00000282566;A6NGN4
PRAMEF25;ENST00000634012;;ENSG00000282566;A6NGN4
PRAMEF25;ENST00000635813;;ENSG00000283348;A6NGN4
PRAMEF25;ENST00000636290;;ENSG00000283348;A6NGN4
PRAMEF25;ENST00000614839;;ENSG00000229571;A6NGN4
PRAMEF25;ENST00000619661;;ENSG00000229571;A6NGN4
IGLON5;ENST00000270642;;ENSG00000142549;A6NGN9
OOEP;ENST00000370359;;ENSG00000203907;A6NGQ2
MROH6;ENST00000618551;;ENSG00000277781;A6NGR9
MROH6;ENST00000398882;;ENSG00000204839;A6NGR9
ERICH4;ENST00000378187;;ENSG00000204978;A6NGS2
FRG2C;ENST00000308062;;ENSG00000172969;A6NGY1
C5orf52;ENST00000409999;;ENSG00000187658;A6NGY3
OR51F1;ENST00000624103;;ENSG00000280021;A6NGY5
SMIM9;ENST00000369529;;ENSG00000203870;A6NGZ8
OR2T8;ENST00000641945;;ENSG00000177462;A6NH00
GLTPD2;ENST00000331264;;ENSG00000182327;A6NH11
SERINC4;ENST00000319327;A6NH21-1;ENSG00000184716;A6NH21
TVP23A;ENST00000299866;A6NH52-1;ENSG00000166676;A6NH52
ARL5C;ENST00000269586;;ENSG00000141748;A6NH57
OR4C46;ENST00000328188;;ENSG00000185926;A6NHA9
CAPN8;ENST00000366872;;ENSG00000203697;A6NHC0
DDTL;ENST00000215770;;ENSG00000099974;A6NHG4
DDTL;ENST00000621454;;ENSG00000275758;A6NHG4
OR5H14;ENST00000641380;;ENSG00000236032;A6NHG9
OR5H14;ENST00000437310;;ENSG00000236032;A6NHG9
ZNF860;ENST00000360311;;ENSG00000197385;A6NHJ4
TUBAL3;ENST00000380419;A6NHL2-1;ENSG00000178462;A6NHL2
TUBAL3;ENST00000479328;A6NHL2-2;ENSG00000178462;A6NHL2
OTOL1;ENST00000327928;;ENSG00000182447;A6NHN0
NPIPB15;ENST00000692376;;ENSG00000196436;A6NHN6
NPIPB15;ENST00000429990;;ENSG00000196436;A6NHN6
SPDYE2B;ENST00000507450;A6NHP3-1;ENSG00000173678;A6NHP3
SPDYE2B;ENST00000436228;A6NHP3-1;ENSG00000173678;A6NHP3
SPDYE2B;ENST00000455020;A6NHP3-2;ENSG00000173678;A6NHP3
FBLL1;ENST00000338333;;ENSG00000188573;A6NHQ2
EPOP;ENST00000613024;;ENSG00000277303;A6NHQ4
EPOP;ENST00000621654;;ENSG00000273604;A6NHQ4
SMCHD1;ENST00000320876;A6NHR9-1;ENSG00000101596;A6NHR9
MANSC4;ENST00000381273;;ENSG00000205693;A6NHS7
HMX3;ENST00000357878;;ENSG00000188620;A6NHT5
CASTOR2;ENST00000616305;;ENSG00000274070;A6NHX0
ANKDD1B;ENST00000601380;;ENSG00000189045;A6NHY2
LRRC14B;ENST00000328278;;ENSG00000185028;A6NHZ5
TRIM64B;ENST00000329862;;ENSG00000189253;A6NI03
MSGN1;ENST00000281047;;ENSG00000151379;A6NI15
ARHGAP42;ENST00000298815;;ENSG00000165895;A6NI28
POTEM;ENST00000547889;;ENSG00000222036;A6NI47
CCDC154;ENST00000389176;;ENSG00000197599;A6NI56
MYMK;ENST00000339996;;ENSG00000187616;A6NI61
LILRA5;ENST00000618711;A6NI73-1;ENSG00000274914;A6NI73
LILRA5;ENST00000614299;A6NI73-2;ENSG00000274914;A6NI73
LILRA5;ENST00000612266;A6NI73-4;ENSG00000274914;A6NI73
LILRA5;ENST00000613559;A6NI73-3;ENSG00000274914;A6NI73
LILRA5;ENST00000612621;A6NI73-1;ENSG00000278355;A6NI73
LILRA5;ENST00000611164;A6NI73-2;ENSG00000278355;A6NI73
LILRA5;ENST00000619516;A6NI73-4;ENSG00000278355;A6NI73
LILRA5;ENST00000621482;A6NI73-3;ENSG00000278355;A6NI73
LILRA5;ENST00000621042;A6NI73-1;ENSG00000275404;A6NI73
LILRA5;ENST00000620898;A6NI73-2;ENSG00000275404;A6NI73
LILRA5;ENST00000616133;A6NI73-4;ENSG00000275404;A6NI73
LILRA5;ENST00000620692;A6NI73-3;ENSG00000275404;A6NI73
LILRA5;ENST00000620091;A6NI73-1;ENSG00000274113;A6NI73
LILRA5;ENST00000615820;A6NI73-2;ENSG00000274113;A6NI73
LILRA5;ENST00000432233;A6NI73-1;ENSG00000187116;A6NI73
LILRA5;ENST00000486742;A6NI73-2;ENSG00000187116;A6NI73
CCDC69;ENST00000355417;;ENSG00000198624;A6NI79
GOLGA6L10;ENST00000610657;;ENSG00000278662;A6NI86
CBY3;ENST00000639980;;ENSG00000283718;A6NI87
CBY3;ENST00000376974;;ENSG00000204659;A6NI87
UNC119B;ENST00000344651;;ENSG00000175970;A6NIH7
FAM90A20P;ENST00000528221;;ENSG00000233295;A6NIJ5
OR6C70;ENST00000327335;;ENSG00000184954;A6NIJ9
LRRC10B;ENST00000378075;;ENSG00000204950;A6NIK2
SLC15A5;ENST00000344941;;ENSG00000188991;A6NIM6
RNF227;ENST00000324348;;ENSG00000179859;A6NIN4
AGAP5;ENST00000374094;;ENSG00000172650;A6NIR3
LRRIQ4;ENST00000340806;;ENSG00000188306;A6NIV6
WTIP;ENST00000590071;;ENSG00000142279;A6NIX2
SPDYE5;ENST00000625065;;ENSG00000170092;A6NIY4
MBD3L5;ENST00000329753;;ENSG00000237247;A6NJ08
NKX6-3;ENST00000518699;A6NJ46-1;ENSG00000165066;A6NJ46
NKX6-3;ENST00000524115;A6NJ46-2;ENSG00000165066;A6NJ46
NPIPB2;ENST00000399147;;ENSG00000234719;A6NJ64
IGIP;ENST00000333305;;ENSG00000182700;A6NJ69
METTL15;ENST00000406787;A6NJ78-4;ENSG00000169519;A6NJ78
METTL15;ENST00000407364;A6NJ78-1;ENSG00000169519;A6NJ78
METTL15;ENST00000303459;A6NJ78-2;ENSG00000169519;A6NJ78
PRR19;ENST00000598490;A6NJB7-2;ENSG00000188368;A6NJB7
PRR19;ENST00000341747;A6NJB7-1;ENSG00000188368;A6NJB7
PRR19;ENST00000595750;A6NJB7-1;ENSG00000188368;A6NJB7
PRR19;ENST00000499536;A6NJB7-1;ENSG00000188368;A6NJB7
SOWAHD;ENST00000343905;;ENSG00000187808;A6NJG2
ARGFX;ENST00000334384;;ENSG00000186103;A6NJG6
ARGFX;ENST00000651603;;ENSG00000186103;A6NJG6
C11orf86;ENST00000308963;;ENSG00000173237;A6NJI1
LRRC72;ENST00000401542;;ENSG00000205858;A6NJI9
C19orf67;ENST00000673482;;ENSG00000288239;A6NJJ6
